28410658	The Role of Neuroimaging in the Assessment of the Cognitively Impaired Elderly.	This article reviews the current diagnostic tools that are available for structural, functional, and molecular imaging of the brain, summarizing some of the key findings that have been reported in individuals diagnosed with Alzheimer disease, mild cognitive impairment, prodromal AD, or other prevalent dementias. Given recent advances in the development of amyloid PET tracers, current guidelines for the use of amyloid PET imaging in patients with cognitive complaints are reviewed. In addition, data addressing the potential value of amyloid PET imaging in the clinical setting are highlighted.
28410655	Tau Spread, Apolipoprotein E, Inflammation, and More: Rapidly Evolving Basic Science in Alzheimer Disease.	To date, Alzheimer disease drug candidates have produced negative results in human trials, and progress in moving new targets out of the laboratory and into trials has been slow. However, based on 3 decades of previous work, there is reason to hope that amyloid-based and other novel therapies will move at a faster pace toward successful clinical trials. This article highlights selected preclinical research topics that are rapidly advancing in the laboratory.
28410654	Update on Alzheimer's and the Dementias: Introduction.	Though the numbers of dementia cases are rising worldwide, there is evidence that incidence rates are decreasing. We now know that the neuropathological changes of Alzheimer's disease (AD) precede overt clinical signs by 15 to 20 years and we have biochemical and imaging markers that enable us to identify them. The genetic complexity of AD suggests it is not a single entity but rather represents a group of related diseases. The amyloid cascade hypothesis has led to the development of putative disease-modifying interventions but these have not yet been demonstrated to be substantively effective and additional approaches are warranted.
28409032	Distinct Pattern of Microgliosis in the Olfactory Bulb of Neurodegenerative Proteinopathies.	The olfactory bulb (OB) shows early neuropathological hallmarks in numerous neurodegenerative diseases, for example, in Alzheimer's disease (AD) and Parkinson's disease (PD). The glomerular and granular cell layer of the OB is characterized by preserved cellular plasticity in the adult brain. In turn, alterations of this cellular plasticity are related to neuroinflammation such as microglia activation, implicated in the pathogenesis of AD and PD, as well as frontotemporal lobe degeneration (FTLD). To determine microglia proliferation and activation we analyzed ionized calcium binding adaptor molecule 1 (Iba1) expressing microglia in the glomerular and granular cell layer, and the olfactory tract of the OB from patients with AD, PD dementia/dementia with Lewy bodies (PDD/DLB), and FTLD compared to age-matched controls. The number of Iba1 and CD68 positive microglia associated with enlarged amoeboid microglia was increased particularly in AD, to a lesser extent in FTLD and PDD/DLB as well, while the proportion of proliferating microglia was not altered. In addition, cells expressing the immature neuronal marker polysialylated neural cell adhesion molecule (PSA-NCAM) were increased in the glomerular layer of PDD/DLB and FTLD cases only. These findings provide novel and detailed insights into differential levels of microglia activation in the OB of neurodegenerative diseases.
28406978	Combined assessment of serum folate and hemoglobin as biomarkers of brain amyloid beta accumulation.	A relationship between Alzheimer's disease (AD) and folate has been reported. Amyloid positron emission tomography (PET) is currently one of the most reliable biomarkers for AD. We investigated the correlation between serum folate levels and amyloid imaging to clarify whether serum folate could be a biomarker for AD. We also examined the usefulness of a combined assessment of serum folate levels and red blood cell hemoglobin content. Apolipoprotein E (APOE) gene polymorphisms were also assessed. Serum folate levels and hemoglobin content were evaluated by receiver operating characteristic analysis for their diagnostic capability as AD biomarkers relating to brain amyloid beta accumulation. The area under the ROC curve (AUC) for serum folate was 0.136 (95% confidence interval [CI]: 0.000-0.312; p = 0.016). The AUC for hemoglobin content was 0.848 (95% CI: 0.661-1.000; p = 0.021). Therefore, the folate deficiency with low folate levels or the non-anaemia with high hemoglobin content levels were found to have a high probability of also testing positive for amyloid. Furthermore, eight patients were found to be folate deficiency and non-anaemia, those who were consist of 7 amyloid positive patients (87.5%), and only one of the amyloid negative patients (12.5%). These results suggest that a deficiency of serum folate and high hemoglobin levels may reflect an increased risk of amyloid beta accumulation in the brain. Additionally, we demonstrated that these biomarkers could enhance the effectiveness of APOE as an AD biomarker. This study reveals that the combined assessment of serum folate levels and red blood cell hemoglobin content may be a useful biomarker for amyloid beta accumulation in the brain. We also found that the combination of serum folate levels and hemoglobin content is a more specific and sensitive blood biomarker for AD than APOE or folate alone. These findings may be used to support clinical diagnosis of AD using a simple blood test.
28403222	Comorbidity and dementia: A nationwide survey in Taiwan.	BACKGROUND: Comorbid medical diseases are highly prevalent in the geriatric population, imposing hardship on healthcare services for demented individuals. Dementia also complicates clinical care for other co-existing medical conditions. This study investigated the comorbidities associated with dementia in the elderly population aged 65 years and over in Taiwan. METHODS: We conducted a nationwide, population-based, cross-sectional survey; participants were selected by computerized random sampling from all 19 Taiwan counties between December 2011 and March 2013. After exclusion of incomplete or erroneous data, 8,456 subjects were enrolled. Of them, 6,183 were cognitively normal (control group), 1,576 had mild cognitive impairment (MCI), and 697 had dementia. We collected information about types of comorbidities (i.e., vascular risk factors, lung diseases, liver diseases, gastrointestinal diseases, and cancers), Charlson comorbidity index score, and demographic variables to compare subjects with normal cognition, MCI, and dementia. RESULTS: Regardless of the cognitive condition, over 60% of the individuals in each group had at least one comorbid disease. The proportion of subjects possessing at least three comorbidities was higher in those with cognitive impairment (MCI 20.9%, dementia 27.3%) than in control group (15%). Hypertension and diabetes mellitus were the most common comorbidities. The mean number of comorbidities and Charlson comorbidity index score were greater in MCI and dementia groups than in control group. Logistic regression demonstrated that the comorbidities significantly associated with MCI and dementia were cerebrovascular disease (OR 3.35, CI 2.62-4.28), cirrhosis (OR 3.29, CI 1.29-8.41), asthma (OR 1.56, CI 1.07-2.27), and diabetes mellitus (OR 1.24, CI 1.07-1.44). CONCLUSION: Multiple medical comorbid diseases are common in older adults, especially in those with cognitive impairment. Cerebrovascular disease, cirrhosis, asthma, and diabetes mellitus are important contributors to cognitive deterioration in the elderly. Efforts to lower cumulative medical burden in the geriatric population may benefit cognitive function.
28396874	Frequency Specific Effects of ApoE epsilon4 Allele on Resting-State Networks in Nondemented Elders.	We applied resting-state functional magnetic resonance imaging (fMRI) to examine the Apolipoprotein E (ApoE) epsilon4 allele effects on functional connectivity of the default mode network (DMN) and the salience network (SN). Considering the frequency specific effects of functional connectivity, we decomposed the brain network time courses into two bands: 0.01-0.027 Hz and 0.027-0.08 Hz. All scans were acquired by the Alzheimer's Disease Neuroscience Initiative (ADNI). Thirty-two nondemented subjects were divided into two groups based on the presence (n = 16) or absence (n = 16) of the ApoE epsilon4 allele. We explored the frequency specific effects of ApoE epsilon4 allele on the default mode network (DMN) and the salience network (SN) functional connectivity. Compared to epsilon4 noncarriers, the DMN functional connectivity of epsilon4 carriers was significantly decreased while the SN functional connectivity of epsilon4 carriers was significantly increased. Many functional connectivities showed significant differences at the lower frequency band of 0.01-0.027 Hz or the higher frequency band of 0.027-0.08 Hz instead of the typical range of 0.01-0.08 Hz. The results indicated a frequency dependent effect of resting-state signals when investigating RSNs functional connectivity.
28396328	Risk of pneumonia associated with incident benzodiazepine use among community-dwelling adults with Alzheimer disease.	BACKGROUND: Knowledge regarding whether benzodiazepines and similarly acting non-benzodiazepines (Z-drugs) are associated with an increased risk of pneumonia among older adults is lacking. We sought to investigate this association among community-dwelling adults with Alzheimer disease, a condition in which both sedative/hypnotic use and pneumonia are common. METHODS: We obtained data on all community-dwelling adults with a recent diagnosis of Alzheimer disease in Finland (2005-2011) from the Medication use and Alzheimer disease (MEDALZ) cohort, which incorporates national registry data on prescriptions, reimbursement, hospital discharges and causes of death. Incident users of benzodiazepines and Z-drugs were identified using a 1-year washout period and matched with nonusers using propensity scores. The association with hospital admission or death due to pneumonia was analyzed with the Cox proportional hazards model and adjusted for use of other psychotropic drugs in a time-dependent manner. RESULTS: Among 49 484 eligible participants with Alzheimer disease, 5232 taking benzodiazepines and 3269 taking Z-drugs were matched 1:1 with those not taking these drugs. Collectively, use of benzodiazepines and Z-drugs was associated with an increased risk of pneumonia (adjusted hazard ratio [HR] 1.22, 95% confidence interval [CI] 1.05-1.42). When analyzed separately, benzodiazepine use was significantly associated with an increased risk of pneumonia (adjusted HR 1.28, 95% CI 1.07-1.54), whereas Z-drug use was not (adjusted HR 1.10, 95% CI 0.84-1.44). The risk of pneumonia was greatest within the first 30 days of benzodiazepine use (HR 2.09, 95% CI 1.26-3.48). INTERPRETATION: Benzodiazepine use was associated with an increased risk of pneumonia among patients with Alzheimer disease. Risk of pneumonia should be considered when weighing the benefits and risks of benzodiazepines in this population.
28386764	Roles of tau protein in health and disease.	Tau is well established as a microtubule-associated protein in neurons. However, under pathological conditions, aberrant assembly of tau into insoluble aggregates is accompanied by synaptic dysfunction and neural cell death in a range of neurodegenerative disorders, collectively referred to as tauopathies. Recent advances in our understanding of the multiple functions and different locations of tau inside and outside neurons have revealed novel insights into its importance in a diverse range of molecular pathways including cell signalling, synaptic plasticity, and regulation of genomic stability. The present review describes the physiological and pathophysiological properties of tau and how these relate to its distribution and functions in neurons. We highlight the post-translational modifications of tau, which are pivotal in defining and modulating tau localisation and its roles in health and disease. We include discussion of other pathologically relevant changes in tau, including mutation and aggregation, and how these aspects impinge on the propensity of tau to propagate, and potentially drive neuronal loss, in diseased brain. Finally, we describe the cascade of pathological events that may be driven by tau dysfunction, including impaired axonal transport, alterations in synapse and mitochondrial function, activation of the unfolded protein response and defective protein degradation. It is important to fully understand the range of neuronal functions attributed to tau, since this will provide vital information on its involvement in the development and pathogenesis of disease. Such knowledge will enable determination of which critical molecular pathways should be targeted by potential therapeutic agents developed for the treatment of tauopathies.
28386548	Role of Gasotransmitters in Oxidative Stresses, Neuroinflammation, and Neuronal Repair.	To date, three main gasotransmitters, that is, hydrogen sulfide (H2S), carbon monoxide (CO), and nitric oxide (NO), have been discovered to play major bodily physiological roles. These gasotransmitters have multiple functional roles in the body including physiologic and pathologic functions with respect to the cellular or tissue quantities of these gases. Gasotransmitters were originally known to have only detrimental and noxious effects in the body but that notion has much changed with years; vast studies demonstrated that these gasotransmitters are precisely involved in the normal physiological functioning of the body. From neuromodulation, oxidative stress subjugation, and cardiovascular tone regulation to immunomodulation, these gases perform critical roles, which, should they deviate from the norm, can trigger the genesis of a number of neurodegenerative diseases such as Alzheimer's disease (AD) and Parkinson's disease (PD). The purpose of this review is to discuss at great length physical and chemical properties and physiological actions of H2S, NO, and CO as well as shedding light on recently researched molecular targets. We particularly put emphasis on the roles in neuronal inflammation and neurodegeneration and neuronal repair.
28360418	Not just amyloid: physiological functions of the amyloid precursor protein family.	Amyloid precursor protein (APP) gives rise to the amyloid-beta peptide and thus has a key role in the pathogenesis of Alzheimer disease. By contrast, the physiological functions of APP and the closely related APP-like proteins (APLPs) remain less well understood. Studying these physiological functions has been challenging and has required a careful long-term strategy, including the analysis of different App-knockout and Aplp-knockout mice. In this Review, we summarize these findings, focusing on the in vivo roles of APP family members and their processing products for CNS development, synapse formation and function, brain injury and neuroprotection, as well as ageing. In addition, we discuss the implications of APP physiology for therapeutic approaches.
28359749	Effect of long-term omega 3 polyunsaturated fatty acid supplementation with or without multidomain intervention on cognitive function in elderly adults with memory complaints (MAPT): a randomised, placebo-controlled trial.	BACKGROUND: No large trials have been done to investigate the efficacy of an intervention combining a specific compound and several lifestyle interventions compared with placebo for the prevention of cognitive decline. We tested the effect of omega 3 polyunsaturated fatty acid supplementation and a multidomain intervention (physical activity, cognitive training, and nutritional advice), alone or in combination, compared with placebo, on cognitive decline. METHODS: The Multidomain Alzheimer Preventive Trial was a 3-year, multicentre, randomised, placebo-controlled superiority trial with four parallel groups at 13 memory centres in France and Monaco. Participants were non-demented, aged 70 years or older, and community-dwelling, and had either relayed a spontaneous memory complaint to their physician, limitations in one instrumental activity of daily living, or slow gait speed. They were randomly assigned (1:1:1:1) to either the multidomain intervention (43 group sessions integrating cognitive training, physical activity, and nutrition, and three preventive consultations) plus omega 3 polyunsaturated fatty acids (ie, two capsules a day providing a total daily dose of 800 mg docosahexaenoic acid and 225 mg eicosapentaenoic acid), the multidomain intervention plus placebo, omega 3 polyunsaturated fatty acids alone, or placebo alone. A computer-generated randomisation procedure was used to stratify patients by centre. All participants and study staff were blinded to polyunsaturated fatty acid or placebo assignment, but were unblinded to the multidomain intervention component. Assessment of cognitive outcomes was done by independent neuropsychologists blinded to group assignment. The primary outcome was change from baseline to 36 months on a composite Z score combining four cognitive tests (free and total recall of the Free and Cued Selective Reminding test, ten Mini-Mental State Examination orientation items, Digit Symbol Substitution Test, and Category Naming Test) in the modified intention-to-treat population. The trial was registered with ClinicalTrials.gov (NCT00672685). FINDINGS: 1680 participants were enrolled and randomly allocated between May 30, 2008, and Feb 24, 2011. In the modified intention-to-treat population (n=1525), there were no significant differences in 3-year cognitive decline between any of the three intervention groups and the placebo group. Between-group differences compared with placebo were 0.093 (95% CI 0.001 to 0.184; adjusted p=0.142) for the combined intervention group, 0.079 (-0.012 to 0.170; 0.179) for the multidomain intervention plus placebo group, and 0.011 (-0.081 to 0.103; 0.812) for the omega 3 polyunsaturated fatty acids group. 146 (36%) participants in the multidomain plus polyunsaturated fatty acids group, 142 (34%) in the multidomain plus placebo group, 134 (33%) in the polyunsaturated fatty acids group, and 133 (32%) in the placebo group had at least one serious emerging adverse event. Four treatment-related deaths were recorded (two in the multidomain plus placebo group and two in the placebo group). The interventions did not raise any safety concerns and there were no differences between groups in serious or other adverse events. INTERPRETATION: The multidomain intervention and polyunsaturated fatty acids, either alone or in combination, had no significant effects on cognitive decline over 3 years in elderly people with memory complaints. An effective multidomain intervention strategy to prevent or delay cognitive impairment and the target population remain to be determined, particularly in real-world settings. FUNDING: French Ministry of Health, Pierre Fabre Research Institute, Gerontopole, Exhonit Therapeutics, Avid Radiopharmaceuticals.
28351199	Pharmacological Management of Psychiatric Symptoms in Frontotemporal Dementia: A Systematic Review.	Psychiatric symptoms in patients with frontotemporal dementia (FTD) are highly prevalent and may complicate clinical management of these patients. Purpose of the present article is to present and discuss available data about the pharmacological treatment of psychiatric symptoms in patients with FTD. A research in the main database sources has been conducted to obtain an overview of the pharmacological management of psychiatric symptoms in patients with FTD. The search strategy included the following terms-"FTD and psychiatry," "FTD and behavioural disturbances," and "FTD and treatment". Pathophysiology of psychiatric symptoms in FTD is different from other types of dementia. Although drugs for Alzheimer disease appear to be ineffective for the treatment of psychiatric symptoms of FTD, preliminary evidence supports a possible usefulness of serotonergic antidepressants for these patients. Data are too scanty to draw definitive conclusions, but antidepressant treatment, particularly with serotonergic compounds, may improve psychiatric symptoms in patients with FTD. Large observational studies are needed to confirm this preliminary evidence, and a lot of effort and collaboration between neurologists and psychiatrists will be definitely crucial for future research of effective treatments for FTD.
28351177	Direct and indirect cost of managing alzheimer's disease and related dementias in the United States.	INTRODUCTION: Care of individuals with Alzheimer's Disease and Related Dementias (ADRD) poses special challenges. As the disease progresses, individuals with ADRD require increasing levels of medical care, caregiver support, and long-term care which can lead to substantial economic burden. Areas covered: In this expert review, we synthesized findings from studies of costs of ADRD in the United States that were published between January 2006 and February 2017, highlighted major sources of variation in costs, identified knowledge gaps and briefly outlined directions for future research and implications for policy and program planning. Expert commentary: A consistent finding of all studies comparing individuals with and without ADRD is that the average medical, non-medical, and indirect costs of individuals with ADRD are higher than those without ADRD, despite the differences in the methods of identifying ADRD, duration of the study, payer type and settings of study population. The economic burden of ADRD may be underestimated because many components such as direct non-medical costs for home safety modifications and adult day care services and indirect costs due to the adverse impact of ADRD on caregivers' health and productivity are not included in cost estimates.
28348458	Vascular Cognitive Impairment through the Looking Glass of Transcranial Magnetic Stimulation.	In the last years, there has been a significant growth in the literature exploiting transcranial magnetic stimulation (TMS) with the aim at gaining further insights into the electrophysiological and neurochemical basis underlying vascular cognitive impairment (VCI). Overall, TMS points at enhanced brain cortical excitability and synaptic plasticity in VCI, especially in patients with overt dementia, and neurophysiological changes seem to correlate with disease process and progress. These findings have been interpreted as part of a glutamate-mediated compensatory effect in response to vascular lesions. Although a single TMS parameter owns low specificity, a panel of measures can support the VCI diagnosis, predict progression, and possibly identify early markers of "brain at risk" for future dementia, thus making VCI a potentially preventable cause of both vascular and degenerative dementia in late life. Moreover, TMS can be also exploited to select and evaluate the responders to specific drugs, as well as to become an innovative rehabilitative tool in the attempt to restore impaired neural plasticity. The present review provides a perspective of the different TMS techniques by further understanding the cortical electrophysiology and the role of distinctive neurotransmission pathways and networks involved in the pathogenesis and pathophysiology of VCI and its subtypes.
28342649	The prognosis of dementia with Lewy bodies.	Dementia with Lewy bodies is the second most common form of neurodegenerative dementia, yet scarce evidence is available about its prognosis and natural history, which are crucial to inform clinical practice and research. Patients with dementia with Lewy bodies might have a less favourable prognosis, with accelerated cognitive decline, shorter lifespan, and increased admission to residential care than patients with Alzheimer's disease. Health-care costs and, importantly, caregiver burden, are also reported to be higher in dementia with Lewy bodies than in Alzheimer's disease. It is probable that causative factors for this less favourable prognosis are the increased prevalence and early emergence of neuropsychiatric symptoms in patients with dementia with Lewy bodies, and the challenge of accurate diagnosis. Evidence concerning quality of life and hospital admission rates is limited, despite their clinical and economic relevance.
28341999	Immunological memory to hyperphosphorylated tau in asymptomatic individuals.	Several reports have described the presence of antibodies against Alzheimer's disease-associated hyperphosphorylated forms of tau in serum of healthy individuals. To characterize the specificities that can be found, we interrogated peripheral IgG+ memory B cells from asymptomatic blood donors for reactivity to a panel of phosphorylated tau peptides using a single-cell screening assay. Antibody sequences were recovered, cloned, and expressed as full-length IgGs. In total, 52 somatically mutated tau-binding antibodies were identified, corresponding to 35 unique clonal families. Forty-one of these antibodies recognize epitopes in the proline-rich and C-terminal domains, and binding of 26 of these antibodies is strictly phosphorylation dependent. Thirteen antibodies showed inhibitory activity in a P301S lysate seeded in vitro tau aggregation assay. Two such antibodies, CBTAU-7.1 and CBTAU-22.1, which bind to the proline-rich and C-terminal regions of tau, respectively, were characterized in more detail. CBTAU-7.1 recognizes an epitope that is similar to that of murine anti-PHF antibody AT8, but has different phospho requirements. Both CBTAU-7.1 and CBTAU-22.1 detect pathological tau deposits in post-mortem brain tissue. CBTAU-7.1 reveals a similar IHC distribution pattern as AT8, immunostaining (pre)tangles, threads, and neuritic plaques. CBTAU-22.1 shows selective detection of neurofibrillary changes by IHC. Taken together, these results suggest the presence of an ongoing antigen-driven immune response against tau in healthy individuals. The wide range of specificities to tau suggests that the human immune repertoire may contain antibodies that can serve as biomarkers or be exploited for therapy.
